hour,season,holiday,workingday,temp,humidity,windspeed,bikes_rented
11,2,0,0,0.3569594038656031,0.2548853092319708,0.08242957634737358,134
16,1,0,0,0.4137320353389248,0.49468659782552965,0.7304462318422019,110
9,3,0,1,0.544165288052295,0.9698715384137324,0.39686515402788647,213
15,4,0,0,0.47493773262454875,0.21186547396366473,0.5702286311466744,155
14,3,0,0,0.21970361888889206,0.912512254024975,0.29339047614162816,66
14,2,1,1,0.24711027250051748,0.49986695886172755,0.24215600951474148,130
18,2,0,0,0.4086366484583651,0.3516145636603657,0.32429695864640495,103
11,3,0,0,0.6058576900529716,0.2119837979773614,0.813828023413713,197
22,1,0,0,0.6333975551201453,0.2564182411190369,0.4264915401595599,161
19,3,0,1,0.537586358406967,0.3374746913793538,0.3117079119625482,171
2,3,0,0,0.7648982930867632,0.22032739070366258,0.4329703972749208,238
4,4,0,0,0.7635239098810629,0.4686798944720037,0.032287365946468305,274
18,4,0,0,0.4848647245186497,0.23591449149953655,0.8906042828153832,110
6,3,0,0,0.21199672968484984,0.753772849475582,0.5517615591668783,136
20,3,0,0,0.5771572927904108,0.8551256908299678,0.10482622712066514,144
8,2,0,1,0.4433221575944494,0.9099711388568734,0.28840693194913525,225
6,4,1,1,0.224130690787333,0.6393025447754682,0.9835527488777746,139
17,4,0,0,0.9836354889683553,0.9572076329438923,0.5930574264039231,191
3,2,0,0,0.432779850352092,0.2045163604478135,0.29140488689984545,217
13,1,0,1,0.6632180556591079,0.3072146577312982,0.42634566136599417,195
17,4,0,0,0.541115975202937,0.43453278458473216,0.2584747794353349,114
8,4,1,0,0.22854545129508952,0.8312195535633895,0.0318042571195396,119
20,1,0,0,0.14998926103531351,0.9083113121070856,0.8420300321520541,3
1,4,0,0,0.663192473573763,0.6945075610448623,0.292478641707996,211
19,4,0,1,0.322319683313097,0.5065890755273108,0.8384107388550119,92
14,1,0,0,0.3192885996523436,0.7326764828688512,0.4785570667139234,72
6,1,0,0,0.9612785707392796,0.34471949761949294,0.1828946369476272,323
11,3,0,0,0.5155959738801622,0.5662992417379457,0.8018686932046586,160
7,2,1,1,0.12648345985062032,0.606035278658632,0.3771114810557945,168
14,2,1,0,0.40585844363482615,0.2838969768089717,0.7077291878066204,106
2,1,0,0,0.626042388027004,0.22709812817728503,0.8372296690287324,264
13,1,0,0,0.3957106766654087,0.8000843978801169,0.9629856563438537,80
16,4,0,0,0.12416675863072808,0.6277650874237668,0.08581453258624194,24
3,3,0,0,0.4998801389200619,0.4657909615023484,0.008386481840437332,232
17,3,0,0,0.19531570255730007,0.54978290532892,0.5484249815224475,92
7,1,0,0,0.657244022196434,0.966162730594637,0.2642409618750001,220
3,4,0,0,0.6576283902004192,0.5079310175311604,0.4691017897435763,222
1,4,0,1,0.13398322563856066,0.2827833813230185,0.07265868715610746,165
5,2,0,0,0.3615996354394395,0.570881743650675,0.5015890466733597,164
21,2,1,0,0.47231763736510346,0.7184386987824549,0.1248556531781404,70
9,4,1,0,0.5952376880732602,0.20969049287991323,0.8385877581990512,202
3,2,0,0,0.36645708673737565,0.46587244801214445,0.7594868026364567,162
21,1,0,0,0.35897186129625835,0.5148115361043599,0.07407357821724214,87
17,4,1,1,0.9847136406252335,0.5709718766111567,0.8363503547279342,205
11,2,0,1,0.13767651614880994,0.4413473549395643,0.3249584924246226,127
1,3,0,0,0.9901408726820367,0.7335378067726988,0.3528597428773309,269
9,4,0,0,0.1429767469705569,0.9557673789806498,0.17980357424156157,110
3,4,0,0,0.35950728501521734,0.9311985408317722,0.835304121492478,138
13,3,0,0,0.5443217694724151,0.7315147318472135,0.4047057638484248,155
15,1,0,0,0.2289685087128927,0.6055072529154001,0.0488358706803137,95
14,3,0,0,0.22136172626685147,0.8606521011533275,0.966249627826163,49
7,4,0,1,0.3306814419348513,0.8687497502868509,0.2558872139608622,212
13,1,1,0,0.9761564652162125,0.863658442255756,0.936177277906472,218
22,2,0,0,0.4421051729871077,0.3262767502955198,0.3012383626467605,152
7,2,0,1,0.6093953544422727,0.22034587308955214,0.8314265946981141,277
20,2,0,0,0.7338622621434817,0.9865547277984881,0.6642194924591908,136
15,4,0,0,0.7679996519717893,0.9677233565767793,0.8612834319895647,131
12,3,0,0,0.7192368697108193,0.6515027687110104,0.9761179867028973,172
17,1,1,0,0.40323537387255237,0.9944509733738887,0.8714836834566128,35
14,2,0,1,0.2005550446204562,0.8164376358142886,0.4036651615000205,96
20,1,0,1,0.3535448277998898,0.6139041467627604,0.8145034814951627,140
23,4,0,1,0.289265704092556,0.511464853714578,0.7116508103070931,143
12,2,0,1,0.22264957438238508,0.6742905675948145,0.06160367083165341,153
8,4,0,0,0.12204705857645684,0.6126416813323834,0.9297600977376241,126
14,3,1,1,0.9421532641525727,0.995042021360957,0.4659610916268312,222
12,4,0,1,0.9289309478908043,0.5923682528073897,0.1344505656962559,287
0,4,0,0,0.14537530506715235,0.8687368689497259,0.425378097198146,76
6,3,1,0,0.25577611553836166,0.8508990585105931,0.6031412451214775,126
8,1,0,0,0.2255504243165143,0.2571250188046321,0.5729461250839096,179
23,3,0,0,0.35310064097936567,0.26960541384850495,0.574793646786303,106
0,3,0,0,0.283661983430867,0.727848091841117,0.25583928315173365,101
11,4,0,1,0.9512681836580695,0.40728640538824107,0.632702449421189,302
7,1,0,1,0.17575339290418346,0.7260216277576852,0.9074148337776627,173
23,2,0,0,0.2905037443040529,0.315700715450824,0.3886669465516007,129
10,3,0,0,0.172650974124623,0.5176545817646432,0.6305802826201098,116
18,1,0,1,0.9823468137799928,0.2819762130604672,0.24398700700724618,280
16,3,0,0,0.9265721581873045,0.4256744614525115,0.04828102018870184,209
7,3,0,0,0.7449684307888699,0.270638872086137,0.5857313639194052,294
2,3,0,1,0.483375728997922,0.9764629241581433,0.047549802185225865,198
2,3,0,1,0.2711603219715933,0.5160467476098201,0.7235845949204733,146
0,4,0,1,0.2993407525181282,0.9209510143185489,0.6703526978017641,142
4,1,0,0,0.49873600770041027,0.9769374152230788,0.3693250189013154,161
9,1,0,0,0.7914004042028334,0.9276501281020575,0.41129010964798185,227
6,1,0,1,0.338256546399063,0.5639677314929671,0.9177609364772998,199
8,3,0,0,0.37971272128118205,0.8231178380656459,0.013133625523062742,183
6,4,0,1,0.6399498622640235,0.3229595870040208,0.563303380822992,300
8,3,0,0,0.31395642605042823,0.2758660910553671,0.9233611257344634,144
7,3,0,0,0.6257967591635232,0.9015211742645823,0.9139872477695967,184
11,1,0,0,0.44841780394505615,0.22489611656259872,0.5846557638246925,225
1,3,1,0,0.13093138531121323,0.9778618807177359,0.38122999890959797,55
0,2,0,1,0.4624311576087675,0.7377071040512904,0.09890352633237398,167
15,3,1,0,0.9275727515672304,0.535690417120487,0.1737842038123505,183
22,2,0,1,0.3638006912201146,0.3131002611048442,0.6796733552036615,143
22,3,0,1,0.39054915049282213,0.7785849207637698,0.01663408380976783,153
23,4,0,0,0.1593467992533582,0.6504894035226823,0.8834855764079825,77
4,4,1,1,0.6535427037123649,0.7689016059572555,0.5879344701458835,262
2,1,0,0,0.864318127868505,0.5343377645031369,0.04514666226476416,257
11,3,0,1,0.41763060378379147,0.25300806644872936,0.23976742019163255,208
7,2,1,0,0.3162210017679896,0.4519777604405816,0.5942009105676547,153
21,2,0,0,0.9609506687474728,0.4520166025717527,0.035601265459815123,222
2,3,0,0,0.7705653531323395,0.2069433266701287,0.7799874019577623,263
0,2,0,0,0.6104472033549381,0.2076648120791388,0.9199220668306032,221
2,4,0,1,0.3749780497103957,0.46460662976035466,0.9612203933019373,188
4,2,0,0,0.2987182161787608,0.78209870783937,0.7336592469005252,146
14,1,0,0,0.7441696351004206,0.6992349843335,0.8568254708395171,154
13,4,0,0,0.5696099354236097,0.3912141173652073,0.6107074623297364,168
2,4,0,1,0.568539835122683,0.682210121737737,0.45854366454157447,214
0,4,1,0,0.16633883680501943,0.7179020764475934,0.7131347533722072,41
4,3,1,0,0.5609750290836454,0.6180559382599993,0.224180664262695,170
22,3,0,0,0.8404696279355443,0.6170831801494581,0.10978432619555023,221
13,4,0,0,0.9521193500161831,0.4957982984501114,0.7618509761288986,250
6,3,0,1,0.19601415773356162,0.29871549100258943,0.958186792985869,200
8,2,0,1,0.6680486896291637,0.5083870400403396,0.5774793323280235,275
14,3,0,1,0.6115125257184222,0.47626745291746203,0.48254237099786035,194
14,3,0,0,0.9012812418533276,0.6735780743008466,0.5344042312721845,204
9,4,0,1,0.7761196271663844,0.8850081350132868,0.4784641843848325,256
12,1,0,0,0.9687356822487819,0.500300131872308,0.4422002811772382,269
18,1,0,1,0.9640292838237966,0.7677882223197481,0.9470356941462128,231
6,1,0,0,0.30311658401069874,0.8494643019971748,0.4797631911282484,137
16,2,0,0,0.7528157847103799,0.36940121098463696,0.08110244101397857,172
19,3,0,0,0.577470782228405,0.9213201415037748,0.7655166790702365,78
3,1,0,0,0.2931417956937749,0.2563559505434885,0.3915616034079147,165
4,4,0,0,0.2753821739956607,0.9213754710381528,0.7106935457488837,130
22,1,0,1,0.17297590713965785,0.33090631410335214,0.5795693595744067,116
6,1,0,0,0.8159907487768201,0.46973568226745255,0.7131800651558505,248
12,3,0,1,0.39205430255800855,0.6841881761345308,0.06199395703567956,171
14,3,0,0,0.8712719517960699,0.9245466926166601,0.03387332266782306,191
10,3,0,0,0.6474838294208931,0.4045611524521882,0.3785416248511412,233
3,2,0,1,0.7062700193546146,0.8108591307732604,0.6931661378219408,240
12,2,1,0,0.362506374649177,0.7683486465926954,0.2236825269059941,108
6,1,0,0,0.5115648514561152,0.32776700971373374,0.43340071796257207,212
18,3,0,1,0.4710858202748124,0.5835711556674623,0.9808102639729744,122
21,1,0,0,0.3121197975321411,0.5852040745421057,0.2148745545173455,105
1,4,0,0,0.8492609516741133,0.4436894517253201,0.8479434617713636,216
9,4,0,1,0.659876055225959,0.8239370532286363,0.8254608848111966,202
12,3,0,0,0.13368877970776313,0.9407470818984789,0.8913521852889884,32
20,3,0,1,0.8379253174408196,0.7732579668822535,0.9151417436287872,204
5,4,0,0,0.1954339804257323,0.9783637864182517,0.5073201923981322,105
11,3,0,0,0.46332679017930334,0.24037477686528988,0.6819337831955757,162
11,2,1,0,0.6141312114673401,0.22977814807151617,0.6188909120156943,192
19,2,1,1,0.10688612109509621,0.9150869419945975,0.30894854036555697,50
10,3,0,0,0.6876172948986424,0.9182402957572819,0.27978758615470734,223
22,4,0,1,0.6937326456042313,0.28569662807030594,0.3415699695010913,237
6,1,0,0,0.687273685419382,0.4859568392551397,0.21845773200769214,239
0,3,0,0,0.24712114429564944,0.8683156624902826,0.7573835504927955,107
0,3,0,1,0.3301590940961945,0.3028325420013167,0.9645728684265158,147
19,1,0,0,0.3226382375794662,0.4139424580873657,0.8677717418380783,59
12,3,1,0,0.9640602848616733,0.7447968294863625,0.21794040408838056,228
8,1,1,0,0.16077536850328955,0.9855192435823983,0.051915470712179834,108
2,4,0,0,0.4858853569331536,0.8377110720563139,0.757093907072175,179
6,2,0,0,0.8841285152381747,0.8218540982515099,0.3902138059086162,264
5,4,0,0,0.7925193950029444,0.4741301309529095,0.8246126161667149,264
7,2,0,0,0.8401979121840341,0.7290744573371795,0.7792357965864521,247
8,1,0,0,0.9750642257100998,0.29047063114466243,0.6254102519990077,329
4,2,0,0,0.44853563104587,0.9938136265467994,0.2553393343793954,182
0,4,0,0,0.3786897469424151,0.5844674542031922,0.10403576783014701,162
18,2,0,1,0.1275935411351776,0.7110462946115028,0.2526483260561352,55
9,1,0,1,0.23501742561087588,0.9009375189451629,0.5097596953454672,153
11,2,0,0,0.6058131890887217,0.2007719694748512,0.979462975642382,198
23,3,0,0,0.24189453554800608,0.9807859420770464,0.06368724020035865,104
14,4,0,1,0.7626745143828196,0.48732744973615455,0.2000720008159318,252
21,3,0,0,0.13350934442434376,0.4716725931166611,0.6272794576924252,71
23,1,0,0,0.3335392209140937,0.31605066887412314,0.3043643946670277,148
8,2,0,0,0.7259078110496398,0.8865475282268329,0.8585042994398843,230
19,3,0,1,0.32995254181515743,0.8966716286937924,0.13941698706559502,110
16,3,0,0,0.7558844178020176,0.21599119915591222,0.9631575235839414,151
16,2,0,1,0.9962774878876317,0.24458017669865306,0.9123748915165268,224
19,2,0,1,0.8173755599041932,0.9346733285069364,0.8875290560107212,183
11,4,0,0,0.4076519128849023,0.2982945058219213,0.1730690417634161,186
6,3,0,1,0.910532710565435,0.6967419711735672,0.3294961242526443,286
1,3,0,0,0.1460617621013885,0.6957203601346527,0.8040968422335274,65
2,1,0,0,0.7525061420025809,0.8957842680869235,0.8078080655599461,191
16,4,0,0,0.12099009840640755,0.6581232843405427,0.7051754152071323,24
4,1,0,0,0.2570999458212685,0.547209129048503,0.4480508815337517,155
16,3,0,0,0.988827167384717,0.9795046260728364,0.3115892706734371,212
23,1,0,0,0.42479642124487627,0.38305238079917603,0.9629579361817271,104
16,3,0,0,0.8384494403478149,0.41017441414654665,0.139262269888346,204
16,3,0,0,0.43847804155204184,0.2678157238388864,0.04375406096195611,108
1,1,1,0,0.8560256057180341,0.9802534537239553,0.009130519989861141,227
1,1,0,1,0.9688956041140968,0.7650881670700924,0.7750269096336885,277
21,2,1,0,0.49198261907724994,0.20967766999312085,0.05670514596673948,112
22,2,1,0,0.6034142726634514,0.7634512220632301,0.5386436044719121,111
4,2,0,0,0.665775540967211,0.5233088888909538,0.3672924410673024,222
0,3,0,0,0.9413513219577119,0.9740397533882732,0.14690789007220695,236
0,1,0,0,0.33106967869110215,0.42191000172991444,0.7405954868872031,132
18,4,1,0,0.650124435550354,0.7682290709711188,0.055006831043934556,135
1,3,0,0,0.3922482054008283,0.7019473202995166,0.31839383858545234,138
20,4,0,0,0.2952398621641775,0.20963997991699898,0.562191225420091,109
11,1,0,1,0.17642830512089275,0.9081735434658988,0.4024157233562522,130
5,3,0,1,0.658639777362354,0.3116901282823732,0.25914819865920014,315
22,4,0,0,0.8938769309844116,0.7308710231982665,0.9260010047060467,187
3,4,0,1,0.4162535999600614,0.8204387606354313,0.9309703884986641,186
22,2,0,0,0.5974016825736795,0.7047421171987689,0.4160945396092264,155
10,2,0,0,0.6779204157647042,0.2776910940109272,0.3937444167614199,239
23,2,0,1,0.47318516001568356,0.980143309003753,0.3073850474867009,155
16,3,0,0,0.9130130653294524,0.3894543316169779,0.8557561929123605,211
5,1,0,0,0.42647964508105896,0.7022918159550953,0.5679152859949044,167
23,1,0,0,0.2125097380808593,0.8377424466090491,0.08952221290245521,93
4,2,0,0,0.22961832224652962,0.9513888079252093,0.8533207031183675,124
19,2,0,0,0.9017718530569414,0.6832084234047262,0.5348862699570007,197
1,2,0,0,0.9892072385631637,0.4072433193304925,0.41559180410590846,294
5,4,0,0,0.36004406551454526,0.8693112139255732,0.3378649436435579,163
21,2,0,0,0.2292424530892403,0.33057597276005724,0.09942659031294487,91
10,4,0,1,0.5339910535805885,0.2178259424568565,0.9567021564008694,231
15,1,0,0,0.7385752572189381,0.9265190867539215,0.7412435174723017,169
15,3,0,1,0.6511626172926749,0.6603111664436848,0.1317775630989807,207
0,3,0,0,0.9559973638743513,0.25571319264905495,0.5112688191348344,278
8,3,0,1,0.8360000955744653,0.6637835096984042,0.555575197786287,296
5,3,0,1,0.8820749485576019,0.31601133465795894,0.1678887570307558,326
15,4,0,0,0.5875004429641633,0.22510880511749207,0.4272215288623039,144
2,4,1,0,0.39454767399830504,0.29321923799260335,0.645746115454008,165
19,2,1,0,0.7315624094145212,0.8200859428047762,0.2840105718147601,117
3,4,0,1,0.4951477359562556,0.8045287238508798,0.33160895488994835,272
18,2,0,0,0.3589788165060921,0.6834545079322265,0.12202847706500808,77
2,2,0,0,0.23704361710506777,0.3674626319302446,0.41324064432575613,146
18,3,0,0,0.5750867871006062,0.791173652636247,0.5838572847082947,113
19,4,0,1,0.6348282104799269,0.5264362137720542,0.11652554069931698,191
6,4,0,0,0.6119071143887574,0.6086028937010721,0.6147843588350356,205
19,2,0,0,0.20489352709019862,0.9181125546610571,0.3977932147528124,38
8,2,0,0,0.6129885875848688,0.5662860189905004,0.6781822543908081,220
0,1,0,1,0.25157269612462696,0.7010929230811926,0.314836975516826,141
7,1,0,0,0.6973427489063221,0.9694011934703264,0.5684992382916041,250
6,2,0,0,0.48644559699898005,0.5611119190671979,0.6128028482598014,175
17,1,0,0,0.8639097289652399,0.6485823185541522,0.6905073991461447,148
7,1,0,0,0.8004391703144008,0.6675316999067584,0.7569389835372993,263
0,2,0,1,0.7519438463649704,0.39256924709820346,0.13635170989990797,265
10,2,0,0,0.730663389400872,0.789537649826362,0.9652427422002774,189
17,4,0,0,0.6044392355302918,0.7813096226190781,0.8436454156537618,111
22,2,0,1,0.1550022185155099,0.37084539319654564,0.5623187825986172,124
9,2,0,1,0.6899406611797009,0.2106704358676101,0.890358870778358,251
2,3,0,0,0.5202299598073438,0.9991532564547625,0.3824329679807493,178
6,4,1,0,0.5225992425941797,0.6652701863685517,0.034286551606133475,205
15,4,0,1,0.4411199759196427,0.3448256339008011,0.7270313808679431,150
15,4,0,0,0.9361638233575394,0.4268523860117435,0.94334414935536,205
19,3,0,1,0.32450614025718916,0.6942336337672799,0.16185466357530232,120
16,2,0,1,0.38493500806880165,0.3100924648384643,0.6438739470163355,147
1,4,0,0,0.9667367044620604,0.22982450968716517,0.8134255606523169,255
0,4,0,1,0.8291383617490282,0.8387838675637949,0.905067051638083,253
15,1,0,0,0.11267777094658299,0.7726769954815336,0.276527759115186,55
11,4,0,0,0.9154968398756864,0.4476813185063868,0.12873380938473156,285
4,2,0,0,0.3039825689497633,0.24679310221965534,0.2478501138759348,158
4,2,0,1,0.7353392852494571,0.5890167286784621,0.5777216410191356,300
22,1,0,0,0.597765796630494,0.4209490319404472,0.9187282564955316,140
8,4,0,0,0.5831306952425056,0.5182233738509182,0.5825358111985062,224
8,4,0,1,0.7461291910534472,0.4191754771004823,0.9196213008359965,254
2,4,0,0,0.28646332470499575,0.3402140959407395,0.7700370236912191,131
18,3,0,0,0.2431226176897839,0.5095918294691111,0.5983894641678092,67
15,4,0,1,0.6867213460596567,0.9719152987822524,0.021798509263329602,200
15,2,0,1,0.3615213060141961,0.41298229360797367,0.33307576787614124,130
2,2,0,1,0.9765551868919847,0.46877331523758764,0.057459557224906255,345
19,3,0,1,0.5063606551672061,0.46339362681970453,0.32224235027402837,147
23,3,0,0,0.20043731800626874,0.5842310558324322,0.0623334981584408,92
21,4,0,0,0.7172336495548401,0.8748044310342269,0.16781586145006244,141
23,1,0,0,0.3755433632195182,0.5216980732397161,0.4106859162424089,128
0,3,0,0,0.233728684859262,0.8449183712264337,0.5148847454329807,105
23,3,0,0,0.4805410266009289,0.29200968754602974,0.21714168829285485,175
19,4,0,1,0.9678000502785503,0.9159257637456906,0.7325773792579889,203
10,4,0,0,0.470287518748417,0.34824326681914763,0.5903646218670198,183
16,3,1,0,0.41260038915795716,0.23136119926602197,0.6917605307632778,63
7,1,0,0,0.5000580658623738,0.3266835843016507,0.7327656810934132,230
3,3,0,0,0.11090413503968354,0.35259983303252157,0.7269203385810236,118
5,4,0,0,0.21979138473875265,0.6068033020906873,0.9362339011968529,143
7,4,0,0,0.864707156321147,0.5599506342024446,0.23722033391466701,289
19,3,0,0,0.9802309708850623,0.772699533545367,0.2701556392312682,191
2,1,0,0,0.24214733704331326,0.2407608686349308,0.09420106800215067,150
15,3,1,1,0.5819660365482175,0.5981650011008677,0.5925863574311031,160
2,3,0,1,0.9697000904250792,0.4659769815387047,0.3951855076378654,348
17,4,0,0,0.24092323856106745,0.7045650656728069,0.49619888066776285,44
13,1,0,1,0.26767865575220523,0.23495977930001477,0.1698214577141398,181
17,2,0,0,0.9341347185355585,0.2279478471345275,0.6490602505713831,221
1,1,0,0,0.7351188818071442,0.5418012811170373,0.6190193606394512,209
21,3,0,0,0.23677001815794468,0.8490715833612097,0.26478442693201953,78
2,3,0,0,0.4541434040067488,0.7368752513082197,0.46541669042607403,180
15,3,0,1,0.1506429497932395,0.21336487352925274,0.8943009381072797,65
8,1,1,0,0.48940438052592483,0.3427776753712979,0.7734990343257986,191
3,4,0,1,0.8001113450383334,0.3813851716139544,0.22694387676333172,328
0,3,0,0,0.5985748491275145,0.5384471420361558,0.8788548524996034,148
3,3,1,0,0.6826979096345828,0.6693725471374397,0.06731297342154285,196
0,1,0,1,0.39413811898018836,0.37316813911783175,0.4139285660554123,190
13,2,0,0,0.24525632597031372,0.5060113795778381,0.08011822753739606,132
20,2,0,0,0.11180500819613598,0.6671547151950113,0.9242141941864884,1
15,4,0,0,0.8391811098964108,0.5067482431213193,0.040702441820043345,182
19,4,0,0,0.6729891034112091,0.31453553710770576,0.151240296107912,159
23,3,0,0,0.3063891171589196,0.5933289004305788,0.9150399438365512,82
7,1,0,0,0.47659056406956535,0.45919535676304435,0.5821576449006293,178
6,3,0,0,0.8212989418553028,0.8913506900438686,0.7951879750962659,237
2,4,0,0,0.5848301674822471,0.8204999264750674,0.016406760261795106,205
16,1,0,0,0.3701438888013805,0.3522200737869516,0.41909507055531725,128
0,1,0,0,0.3404660654536169,0.3221086330646755,0.9844656302742807,130
15,4,0,0,0.295852622003943,0.4781413386516,0.5798190660301559,94
11,2,0,0,0.8413568921207528,0.529739600354874,0.8496827885999187,212
18,2,0,0,0.6236743156161962,0.9456145210597826,0.9635594768968787,97
21,1,0,0,0.7382414491313178,0.4412965896682664,0.6850405090224067,166
22,3,0,0,0.8741083972576721,0.8940674823747934,0.3276304616931808,200
21,2,0,0,0.9881755322771946,0.6042474234829727,0.30860693427113384,231
13,3,0,0,0.3245352278777038,0.9084989804459118,0.07127740787646797,118
5,2,0,0,0.26281223871212167,0.7615630218628693,0.4277721020060995,150
5,2,0,0,0.5157985085145537,0.7667111744874953,0.9153894156218805,177
12,3,0,0,0.13156415153067927,0.6150379899969183,0.4780624265939808,99
18,4,0,0,0.8125460934071754,0.8722432332625119,0.9109949101267809,152
21,2,0,0,0.8953839989509439,0.40353984419335653,0.8171419332282389,208
7,2,0,0,0.7174357288732256,0.9258810172134952,0.9841871132899467,215
1,3,0,0,0.34119552210724846,0.7094206840287738,0.9476952818920631,135
20,4,0,0,0.21083992658991152,0.5509671211940206,0.7064832690529896,31
0,2,0,1,0.4439297691278995,0.9857519227324456,0.8712172868759749,166
14,2,0,0,0.850002058454728,0.8896112855293121,0.7480777016323756,191
0,4,0,1,0.41304502340750326,0.8176168102653596,0.7033945146422178,147
4,2,0,1,0.13082911626397598,0.41912197685515507,0.7155595778978022,156
15,4,0,0,0.3468523386026187,0.9789925603459182,0.721043675357962,44
18,4,1,0,0.9909510490681509,0.7943900022607646,0.37941901186154847,184
3,3,0,0,0.7090018800992949,0.6841738272232332,0.42356241605258416,191
2,1,0,0,0.910769346979415,0.9374393832106664,0.29407115917304427,254
16,4,0,0,0.7973787407509968,0.32974534554330337,0.14826057567132944,183
16,3,1,1,0.5857349637939676,0.3112128422114214,0.4584434003341924,149
11,1,0,1,0.23381998515548227,0.6509707315126081,0.8999492892722827,111
13,2,1,0,0.4137800305201459,0.24537087730648857,0.6512647066178289,104
20,1,0,0,0.6253662027468,0.7311894894936126,0.056180359718111195,164
5,4,0,0,0.8835691138587928,0.3925929104924959,0.811199944564652,270
2,4,0,1,0.34180754127840973,0.2952212623544571,0.9354015272175004,196
8,4,0,1,0.2091041824062066,0.5275966798331824,0.8294224399867706,157
4,4,0,1,0.6029490857993357,0.572759701092451,0.7275414141557469,268
23,4,0,0,0.25885110026625013,0.33638789111685685,0.15012039581332148,126
16,3,1,0,0.649325592389716,0.23322821676490577,0.3489998922525881,141
13,4,0,0,0.3371692982353588,0.5312444729910509,0.5652868883480303,114
20,3,0,0,0.3078667038705622,0.8076210687907439,0.07686077937838953,80
2,2,0,1,0.45926268849000196,0.8993598164808174,0.10627021413578486,193
0,4,0,1,0.6338725818021512,0.27803863530327977,0.9342539220111499,212
19,4,0,0,0.5907859056543817,0.6197403704090041,0.7026911932759836,131
20,1,0,0,0.3202610295114825,0.4107223910451079,0.27508704605127554,115
22,2,0,0,0.9020050070080385,0.4997070956822932,0.3273603097613478,222
0,4,1,1,0.19889377276168094,0.9467534638079251,0.3844293042801694,111
2,4,0,0,0.13552080676690179,0.48165981835651756,0.07507129257871692,143
17,2,0,0,0.6424356424655778,0.4922767441426615,0.7391769987144281,128
9,3,0,0,0.2110664512589288,0.367516660595993,0.17683401209120564,152
21,4,0,0,0.554401732851065,0.9680147344206844,0.8051200248207101,113
2,1,0,1,0.9565959559686693,0.5651898853282267,0.8458724297769336,335
7,4,0,0,0.7287222443075111,0.6563137072454104,0.6384341774274641,253
13,1,0,0,0.6557109223579843,0.5625344738411198,0.7698549433989131,171
23,1,0,0,0.6173247023850527,0.4023352614110913,0.17183516668604337,176
17,4,0,0,0.2615853269796335,0.8483300905127895,0.5759389826706368,43
14,4,0,0,0.48938304216529394,0.22277698070145693,0.6767993144461313,151
21,1,0,0,0.4082711566300863,0.752194744073355,0.6615605808542778,97
22,2,0,0,0.9577668899998564,0.675418248479482,0.11728987764318077,220
1,2,1,1,0.3180882082336525,0.31542452055099934,0.3443824624800381,190
9,4,0,0,0.5243647342564463,0.3327240354405515,0.32503752148233656,233
1,3,0,0,0.9442714269486251,0.7273804703206956,0.5725268725969084,246
16,2,0,0,0.8102625871953835,0.44971103333061724,0.7652371288677532,177
7,4,0,0,0.9680637153559808,0.4125904625325434,0.5705903661702137,294
0,2,0,0,0.647497229632292,0.24732487642982345,0.7548274386516542,182
8,3,0,1,0.4004081692713407,0.8131864714582273,0.09896759669900812,224
10,4,0,0,0.8439847979176531,0.9061375482405163,0.8781386908672774,210
